,id,kanji,strokes,grade,kanji_classification,jlpt_test,name_of_radical,radical_freq,reading_with_joyo,reading_beyond_joyo,nb_of_on,on_within_joyo,kanji_id_nelson,nb_meanings_on,translation_of_on,nb_kun_within_joyo_inflections,nb_kun_within_joyo_no_inflections,kun_within_joyo,nb_meanings_kun,translation_of_kun,year_inclusion,kanji_frq_proper_nouns,acc_frq_on_with_proper_nouns,acc_frq_on_with_proper_nouns.1,on_ratio_with_proper_nouns,acc_frq_on_beyond_joyo_with_proper_nouns,acc_frq_kun_beyond_joyo_with_proper_nouns,acc_on_ratio_beyond_joyo_with_proper_nouns,kanji_frequency_without_proper_nouns,acc_frq_on_without_proper_nouns,acc_frq_kun_without_proper_nouns,on_ratio_without_proper_nouns,acc_frq_on_beyond_joyo_without_proper_nouns,acc_frq_kun_beyond_joyo_without_proper_nouns,on_ratio_beyond_joyo_without_proper_nouns,left_kanji_prod,right_kanji_prod,acc_frq_left_prod,acc_frq_right_prod,symmetry,left_entropy,right_entropy,left_1_sound,left_1_frq,left_2_sound,left_2_frq,left_3_sound,left_3_frq,left_4_sound,left_4_frq,left_5_sound,left_5_frq,left_6_sound,left_6_freq,right_1_sound,right_1_frq,right_2_sound,right_2_frq,right_3_sound,right_3_frq,right_4_sound,right_4_frq,right_5_sound,right_5_frq,right_6_sound,right_6_frq,right_7_sound,right_7_frq,bert_small_embeddings,tsne_2D_coordinates
1574,1575,軟,11,7,形声 Phonetic,2,"Kuruma, Kurumahen",15,ナン、やわ-らか、やわ-らかい,,1,,5947,1,soft,2,1,"yawa(raka), yawa(rakai)",1,soft,1981,12578,11376,1058,0.915,0,0,0.915,12578,11376,1058,0.915,0,0,0.915,2,18,5441,4436,R,0.321241527,2.647202874,,4,,0,,0,,0,,0,,0,,5,,0,,0,,0,,0,,0,,0,"[-0.9999989   0.00336172 -0.9995061   0.12340332 -0.99782705  0.33458734
 -0.45531103 -0.35683057  0.0540098   0.04957917 -0.16237946 -0.05148618
 -0.08240008  0.9999979  -0.5150626  -0.8973879   0.20124578 -0.03296003
 -0.9687261   0.5749163   0.9008196   0.10994341  0.9270913   0.40825945
 -0.9999814  -0.00316945 -0.998997    0.9133025   0.99515736  0.195485
  0.07985006  0.05911463 -0.99230176 -0.83723086  0.6420481   0.9998026
 -0.9856359  -0.12651633  0.97143644 -0.99608976  0.93910724  0.9631622
 -0.9988114   0.98527616 -0.99816555 -0.29070854 -0.9890566   0.9979005
  0.99321383  0.99902153  0.9217967  -0.11675543  0.09330017  0.2870841
  0.75857764  0.9539177  -0.3822311  -0.98685503  0.98508424  0.48038357
  0.04256545  0.78955567 -0.9432464   0.9857935  -0.98275304 -0.99999744
 -0.5333131   0.9116524   0.9304151   0.99089557  0.99952114 -0.00403447
 -0.9829316   0.13004206  0.93906474 -0.99916804 -0.93071747  0.19366434
 -0.827695    0.17243478 -0.04640027 -0.15587729 -0.99664015 -0.9999515
  0.99990755 -0.7721099  -0.6628115  -0.24640654  0.2243789   0.3665996
  0.26073     0.99471724 -0.9690389   0.89238393  0.4915653   0.75876963
 -0.79526556  0.9553717  -0.99995816 -0.40373483 -0.9275832   0.86209875
 -0.99969596 -0.99126977 -0.996333    0.07695542 -0.99627733 -0.9960522
  0.885246    0.9297169   0.99892855  0.45563096 -0.8175      0.99785525
 -0.99996847  0.00412191 -0.44946903  0.5446136   0.1342135  -0.9994322
  0.19898765 -0.99997985 -0.9214281   0.8818529  -0.9998728   0.9878873
  0.9181475   0.9883644 ]",[-12.140915  36.026146]
1575,1576,難,18,6,会意 Com. Ideographic,3,Furutori,9,ナン、かた-い、むずか-しい,ナ,1,,6515,6,"trouble, difficulty; accident, disaster; defect; criticism ",2,2,"kata(i), muzuka(shii)",12,"impossible. hard, difficult; delicate; troublesome; doubtful; hopeless; stern; sullen; hard to please; serious; technical ",1981,127146,90788,36279,0.714,17,0,0.715,126351,90014,36279,0.713,0,0,0.713,34,32,54461,28886,S,2.561438779,2.898353131,,28,,0,,0,,0,,0,,0,,54,,0,,0,,0,,0,,0,,0,"[-0.99995947  0.0654978  -0.998795   -0.02939379 -0.96141225  0.3370307
 -0.9890191   0.23737624  0.05195103  0.05380046 -0.632743   -0.11906286
 -0.11207432  1.         -0.7748788  -0.83655083  0.55436295  0.09836741
 -0.9912275   0.85642344  0.91933894 -0.01578652  0.9322566   0.6174673
 -0.98418903  0.04025962 -0.99999046 -0.8816079   0.9957457   0.09732237
  0.09308989 -0.15823121 -0.97494787  0.6229608  -0.63796353  0.9999921
 -0.9372566   0.01619123  0.9888825  -0.99296814  0.8475677   0.94675344
 -0.97898203  0.6424166  -0.9999963  -0.13810025 -0.997275    0.99627185
  0.66948104  0.99800175  0.46548206  0.6836666   0.01774566  0.22255115
  0.9854641   0.9999694  -0.99899524 -0.52497846  0.49115333 -0.957409
  0.03591138  0.71309316 -0.9546315   0.9598952  -0.9319742  -0.9999989
 -0.08163291  0.46513844  0.83569837  0.97389656  0.9983933  -0.03781415
 -0.99695736  0.03905443  0.8034075  -0.99359155 -0.96045876  0.05673606
  0.56670874  0.11334569  0.86861116 -0.04342877 -0.9626553  -0.9915542
  0.9999189  -0.92662865  0.31904364 -0.77963245 -0.79144907  0.9247715
 -0.9971212   0.97355926  0.07477164  0.8206384   0.6908517   0.2799861
 -0.8745384   0.98444295 -0.9995966  -0.9660349  -0.8559314   0.82320684
 -0.99977314 -0.80029404 -0.9943448  -0.10912623 -0.9999182  -0.9927655
  0.32675147  0.86691266  0.9989768  -0.14089371 -0.9665364   0.9945174
 -1.         -0.04376913 -0.7559396  -0.85748935  0.07622967 -0.99300027
  0.18288974 -0.9999917  -0.31749827  0.91721314 -0.99925035  0.86150414
  0.68165547  0.9410261 ]",[ 22.366287 -26.926678]
1576,1577,二,2,1,指事 Ideographic,5,Ni,6,ニ、ふた、ふた-つ,ジ,1,ni,72,2,"two, second",2,1,"futa, futa(tsu)",1,two,1981,207617,133630,21768,0.86,48441,0,0.893,155284,129488,18155,0.877,5351,0,0.881,2,27,172,16047,R,0.79232263,1.978132986,ni,11,zi,3,huta,735,,0,,0,,0,ni,131,zi,41,,0,,0,,0,,0,,0,"[-0.999999    0.11139196 -0.99959636  0.32413054 -0.9982666   0.35390922
 -0.9267855  -0.4119486   0.01190603 -0.08180436 -0.3761498  -0.00995388
 -0.13667604  0.9999996  -0.8303407  -0.6043852   0.8827778   0.00538515
 -0.95990354  0.7738834   0.9536832   0.00284879  0.7958232  -0.18422513
 -0.9994296  -0.01198831 -0.9996257   0.8013025   0.95705616  0.12878658
 -0.0490081  -0.08452219 -0.96911407 -0.5167755   0.21681851  0.9999135
 -0.9848941  -0.07745498  0.90470135 -0.99606246  0.9702688   0.98547536
 -0.9992004   0.9857032  -0.9999338  -0.1900851  -0.9978242   0.9994129
  0.975016    0.99957806  0.7492524  -0.06155824  0.0560299   0.9948002
  0.9800419   0.9990383  -0.98699754 -0.9858462   0.69590366 -0.25098723
 -0.09786888  0.96747524 -0.43655246  0.987346   -0.9541771  -0.99999946
 -0.48259172  0.55300695  0.54922056  0.9891205   0.99806225  0.04719746
 -0.98950565  0.06360523  0.91493475 -0.9973632  -0.7875727   0.22783674
 -0.9162103   0.09485453  0.2849912  -0.1191942  -0.98796934 -0.999892
  0.9998965  -0.96746624 -0.7514293  -0.7640357  -0.5329724   0.9072282
 -0.8690233   0.99176    -0.9401574   0.8429978   0.7390794   0.6073267
 -0.8692782   0.20453787 -0.99998605 -0.97270566 -0.96808034  0.7506083
 -0.9999452  -0.9539003  -0.9982601   0.5624522  -0.99974966 -0.98818904
 -0.20219412  0.98028344  0.9995517   0.8604591  -0.66217643  0.99627143
 -0.99999774  0.00678697 -0.50324255  0.19636142  0.12832974 -0.9997898
  0.22443417 -0.99999803 -0.8518431   0.82926655 -0.99996674  0.9926166
  0.91324216  0.9865991 ]",[-11.547995   7.690953]
1577,1578,尼,5,7,会意 Com. Ideographic,1,Shikabane,15,ニ、あま,,1,ni,1405,1,nun,1,1,ama,1,nun,1981,3905,139,3752,0.036,0,0,0.036,410,113,283,0.285,0,0,0.285,2,2,13,124,.,0.391243564,0.945066726,ni,79,ama,45,,0,,0,,0,,0,ni,13,,0,,0,,0,,0,,0,,0,"[-0.9999995   0.11852328 -0.99966896 -0.00529794 -0.9819509  -0.6102741
 -0.62936234 -0.92165345  0.0622703  -0.00963148 -0.01352273 -0.09788205
 -0.10193346  0.9999992  -0.46987578 -0.71481353  0.5910859  -0.01532758
 -0.83370876  0.5359209   0.911593    0.09686294  0.5416251   0.01728761
 -0.999883    0.01234111 -0.99963003  0.7959032   0.97884923  0.12930512
 -0.06481612 -0.00835085 -0.8114788  -0.9016473   0.86282986  0.9998753
 -0.99463195 -0.06535647  0.9985953  -0.99759513  0.9842598   0.9485167
 -0.9983329   0.9500007  -0.9990527  -0.21636459 -0.989664    0.99887544
  0.9762702   0.9984627   0.5883517  -0.17745131 -0.00417127  0.23502028
  0.9360057   0.97025853 -0.48529834 -0.9830485   0.9901748  -0.40550312
 -0.00157827  0.92998755 -0.9856772   0.9696207  -0.9877949  -0.99999917
 -0.5880757   0.92495155  0.7375109   0.99140525  0.99412596  0.12498238
 -0.99337846  0.11047749  0.9455865  -0.9977978  -0.9250509   0.23405465
 -0.8576258   0.20708643 -0.01897259 -0.10866453 -0.9497808  -0.99797994
  0.999928   -0.972669   -0.86313236 -0.89668846 -0.7944849  -0.31688243
  0.24962473  0.99861825 -0.80804     0.77999616  0.676347    0.77770746
 -0.57573277  0.9658454  -0.9999831  -0.7725508  -0.9771573   0.86798555
 -0.9999348  -0.98484266 -0.9871779  -0.83437145 -0.99963754 -0.99457973
  0.8325092   0.9914472   0.9996011   0.6702808  -0.9480334   0.9986456
 -0.99998593  0.01388451 -0.8680785  -0.38536617  0.14152004 -0.99985987
  0.23566222 -0.9999964  -0.68488234  0.8716775  -0.999919    0.9925758
  0.9382963   0.9816172 ]",[-10.176269  38.17315 ]
1582,1583,日,4,1,象形 Pictographic,5,"Nichi, Nichihen",38,ニチ、ジツ、ひ、か,,2,"nichi, 	jitsu",2410,2,day; Sunday,2,2,"hi, ka",4,"sun; time; day, date",1981,2817613,2467378,210455,0.921,0,0,0.921,1855755,1642384,161891,0.91,0,0,0.91,83,62,203632,78475,S,4.317640374,3.626880564,niQ,34,niti,26,hi,16,bi,628,zitu,111,,0,zitu,106,niti,70,bi,14,hi,3,,0,,0,,0,"[-0.9999942  -0.02910671 -0.9995707   0.44673738 -0.9921989   0.51898247
 -0.9143931  -0.3366046   0.04468642 -0.05764216 -0.651497   -0.13887963
  0.04866339  1.         -0.7949627  -0.7151412   0.7501141   0.12832774
 -0.9554141   0.913964    0.7233947  -0.06289203  0.862017    0.40339488
 -0.99893993 -0.07186891 -0.9998423   0.14522076  0.99802166  0.06595998
 -0.08862004 -0.1228397  -0.9743498  -0.65282935 -0.09554011  0.9999781
 -0.9851644   0.04464531  0.9951794  -0.99858373  0.792222    0.9764443
 -0.9989485   0.8607898  -0.9999891  -0.05116117 -0.99755996  0.9994019
  0.9153401   0.99634093  0.815722   -0.07216459 -0.07591128  0.1653269
  0.98513675  0.9998312  -0.9952441  -0.5745313  -0.14961857 -0.9448977
 -0.01715528  0.92981523 -0.97860664  0.928795   -0.97010905 -0.9999998
 -0.7904797   0.87620723  0.8896805   0.9812088   0.9990433   0.03363801
 -0.9985785  -0.00648352  0.9476613  -0.9578366  -0.9215738   0.08858373
 -0.7308231   0.08024304  0.3355355   0.09328153 -0.99840873 -0.928336
  0.99996454 -0.9393032  -0.06599516 -0.8206149  -0.84406954  0.8364114
 -0.96651006  0.9449975   0.6622632   0.85743     0.95173186  0.8462231
 -0.76271224  0.9402686  -0.9999284  -0.99617016 -0.93396485  0.7912709
 -0.99984235 -0.6456391  -0.98663193 -0.13331929 -0.9994768  -0.9909574
  0.3180239   0.9888873   0.99950504  0.7682563  -0.8583145   0.99918103
 -0.99999964 -0.02818807 -0.6357816  -0.9673849   0.13818873 -0.99723405
  0.10196022 -0.9999968  -0.7506195   0.95330024 -0.99981695  0.86925966
  0.97859645  0.9772699 ]",[10.92795  -9.155336]
1583,1584,入,2,1,象形 Pictographic,5,Iru,1,ニュウ、い-る、い-れる、はい-る,ジュ、しお,1,nyuu,366,5,"go in, come in; flow into; set; set in ",3,2,"i(ru), i(reru), hai(ru)",30,"go in, come in; flow into; set; set in. put in, take in, bring in, let in, admit, introduce, commit (to prison), usher in; insert; set (jewels); employ; listen to; tolerate, comprehend; include; pay (interest); cast (votes). enter; break into; join; enroll; contain, hold; accommodate; have (an income of) ",1981,569966,310791,254756,0.55,135,49,0.55,562966,308165,250525,0.552,135,8,0.552,46,81,177539,123814,R,3.79109113,4.54422864,nyuu,122,i,710,zyu,128,,0,,0,,0,nyuu,176,i,1,,0,,0,,0,,0,,0,"[-0.9999926  -0.01761676 -0.9999847   0.14081544 -0.9942633  -0.678485
 -0.99639237  0.2403541   0.14489451 -0.13127206 -0.7192042  -0.22885323
  0.07275239  1.         -0.6681101  -0.9140304   0.1894073   0.1290434
 -0.88041425  0.9673527   0.98352915 -0.07278962  0.98023397  0.83805346
 -0.9994135  -0.02387454 -0.9999926  -0.6287276   0.97356045 -0.02057683
 -0.13415013 -0.1571785  -0.9924282   0.3954194  -0.8365579   0.99997133
 -0.95348644  0.16033527  0.9977773  -0.99581444  0.88322914  0.91493666
 -0.9979628   0.98517835 -1.          0.03787209 -0.9998744   0.9991448
  0.94695556  0.9967525   0.9843788   0.3617434  -0.24279928  0.97552127
  0.9940864   0.99999577 -0.9997106  -0.8811577   0.608352   -0.9790604
  0.02386642  0.92382807 -0.9827029   0.9851058  -0.69501835 -1.
 -0.6692969   0.7172854   0.7125499   0.97592014  0.99997824  0.14934091
 -0.9999178  -0.17162748  0.7406053  -0.9817774  -0.37554574  0.02631734
 -0.52299285  0.0060874   0.40727216  0.08299387 -0.9947941  -0.9989911
  0.9999975  -0.9497844   0.77570635 -0.1218956  -0.37113345  0.98170567
 -0.99937236  0.9186795  -0.6327547   0.98474    -0.12481714  0.18140428
 -0.93585616  0.73501915 -0.9999709  -0.99531263 -0.986981    0.97297496
 -0.9999461  -0.52565    -0.9760098   0.737916   -0.9994724  -0.99927884
  0.5928216   0.6916147   0.99984354  0.06110831 -0.9857727   0.9990566
 -1.         -0.23172276  0.34482747 -0.62911695  0.10113931 -0.9814717
 -0.07511799 -0.9999989   0.07832263  0.9003311  -0.99996936  0.8432203
  0.98271793  0.88140166]",[ -6.042219 -18.930487]
1584,1585,乳,8,6,会意 Com. Ideographic,2,"Otsu, Otsunyoo",7,ニュウ、ちち、ち,,1,nyuu,61,3,milk; the breasts; loop,2,2,"chichi, chi",3,milk; the breasts; loop,1981,18871,17127,1403,0.924,0,0,0.924,17326,15587,1402,0.917,0,0,0.917,13,22,5139,4094,S,2.039976072,2.988800598,nyuu,3,ti,73,,0,,0,,0,,0,nyuu,5,,0,,0,,0,,0,,0,,0,"[-0.99999505 -0.06876728 -0.9995174   0.3193797  -0.9823091   0.59004134
 -0.9268534  -0.70498955  0.06682006 -0.00638148 -0.81072396 -0.10669779
  0.06980522  1.         -0.8636989  -0.782469    0.20443441  0.12065806
 -0.9894042   0.8608937   0.8507281  -0.12861875  0.95376337  0.84899485
 -0.99945563  0.08576333 -0.99995357 -0.04140155  0.9986704   0.09172384
 -0.06392521 -0.177711   -0.9975019   0.21624088 -0.318932    0.99999136
 -0.9867884   0.14223734  0.9916515  -0.9945213   0.8516598   0.93572706
 -0.9982532   0.93114716 -0.99999666 -0.02478683 -0.99946284  0.99948144
  0.9521643   0.9982263   0.9734604   0.5418187  -0.12672901  0.6235081
  0.97599024  0.9999634  -0.99916434 -0.9004579   0.28547943 -0.83497936
  0.08433399  0.84946483 -0.8682328   0.95645726 -0.83588445 -0.9999998
 -0.80561787  0.3598385   0.8909469   0.98048985  0.99904215  0.08396383
 -0.99848497 -0.14598326  0.76235056 -0.9772302  -0.6752369   0.11321219
 -0.84019786  0.09850901 -0.221325    0.1776814  -0.99122024 -0.9987219
  0.9999844  -0.8901605  -0.12060111 -0.30393463 -0.11402365  0.96423537
 -0.9954724   0.9200733  -0.6207901   0.9589234   0.8975783   0.4472474
 -0.8820215   0.92167634 -0.9998627  -0.97605777 -0.9379968   0.98741716
 -0.9998501  -0.62185395 -0.95196575 -0.25553313 -0.9998047  -0.9971082
  0.66073704  0.89740086  0.99724483 -0.25488174 -0.9400014   0.99397695
 -1.         -0.22742929 -0.00687573 -0.77642167  0.04073687 -0.9911308
 -0.06134085 -0.9999915  -0.4194937   0.90503323 -0.99979     0.7995865
  0.9374587   0.94382364]",[  8.854583 -21.82231 ]
1586,1587,任,6,5,形声 Phonetic,3,"Hito, Ninben, Hitoyane",104,ニン、まか-せる、まか-す,,1,nin,136,5,"duty, responsibility; office; mission; term ",2,1,"maka(seru), maka(su)",2,"entrust to, leave to ",1981,216719,207849,8013,0.963,0,0,0.963,215095,206974,8013,0.963,0,0,0.963,41,11,176883,22689,P,3.31058055,2.261980859,nin,22,,0,,0,,0,,0,,0,nin,176,,0,,0,,0,,0,,0,,0,"[-0.9999745   0.1059093  -0.9992934  -0.09704726 -0.9001823   0.27874583
 -0.9650621  -0.42706075  0.07168165 -0.02972369 -0.61567223 -0.05548498
 -0.06167817  0.9999997  -0.6519796  -0.5096744   0.3213827   0.18331616
 -0.9472151   0.63016     0.84136736 -0.03454751  0.5523891   0.26080614
 -0.99375415 -0.13582766 -0.9999667  -0.02259425  0.9926208   0.05010838
  0.01888282 -0.10545813 -0.95696825 -0.26324114 -0.37043145  0.9999945
 -0.98089397  0.02561991  0.9989031  -0.9903329   0.6535513   0.9367987
 -0.9880767   0.6462147  -0.99998087 -0.09783222 -0.9934424   0.99881685
  0.545018    0.99858403  0.44576266  0.3865601  -0.00991506  0.0317176
  0.9545099   0.9998136  -0.99582815 -0.16665412  0.45656407 -0.8532993
 -0.05461901  0.66313607 -0.9886126   0.9287102  -0.8563487  -0.9999985
 -0.44832465  0.75430924  0.8780219   0.9746275   0.99892044  0.07656505
 -0.9975024   0.04146396  0.86878884 -0.97393334 -0.9433366   0.10383563
 -0.08571017  0.0322536   0.21173488  0.01513278 -0.9329352  -0.9225076
  0.99996036 -0.9867699  -0.9036353  -0.9662594  -0.9197024   0.8428854
 -0.98204297  0.9668148   0.36375368  0.81310976  0.8888835   0.5490491
 -0.557359    0.9813828  -0.9997646  -0.9893379  -0.95309454  0.9516709
 -0.9997151  -0.9272697  -0.96193194 -0.81904817 -0.9998957  -0.9904963
 -0.40505165  0.9303152   0.9986299   0.09526549 -0.96529543  0.99694735
 -0.99999905 -0.00502541 -0.7526417  -0.9029199   0.17648579 -0.99728304
  0.24591951 -0.99998504 -0.30286035  0.91645515 -0.99951506  0.9398847
  0.9817408   0.8835278 ]",[23.835323  -2.3709161]
1588,1589,忍,7,7,形声 Phonetic,1,"Kokoro, Risshinben, Shitagokoro",76,ニン、しの-ぶ、しの-ばせる,,1,nin,1787,4,"bear, endure, put up with; hide (oneself) ",2,1,"shino(bu), shino(baseru)",6,"bear, endure, put up with; hide (oneself). conceal, secrete ",1981,4604,2567,1897,0.575,0,0,0.575,3648,2556,1068,0.705,0,0,0.705,6,8,462,1507,S,0.938565824,1.32029106,nin,1,,0,,0,,0,,0,,0,nin,461,sino,1,,0,,0,,0,,0,,0,"[-0.9999875   0.16241865 -0.99986297  0.44093004 -0.99832064 -0.62583166
 -0.9937998  -0.7009374  -0.07832766 -0.11670297 -0.93488604 -0.1731865
 -0.14173882  1.         -0.5856466  -0.9866187   0.6634393   0.12470482
 -0.8725853   0.9963342   0.9687223   0.10813911  0.99682575  0.94171804
 -0.999943   -0.11084366 -0.99999917  0.47395393  0.99479663  0.0779427
 -0.06131114 -0.16891098 -0.9807295   0.41371754 -0.3796306   0.99999017
 -0.91184783 -0.1159539   0.99191374 -0.9987076   0.9013578   0.99232405
 -0.99758726  0.92110264 -0.9999994  -0.2154149  -0.9995945   0.9965797
  0.9502293   0.99713385  0.96071786 -0.37721205 -0.10087795  0.81491673
  0.9985109   0.9999873  -0.99940276 -0.91328436  0.7314406  -0.9884976
 -0.1477699   0.84941256 -0.972623    0.9915053  -0.8083966  -1.
  0.18466854  0.6395993   0.7238685   0.98655903  0.99966407  0.22844405
 -0.99984515 -0.08831616  0.4723903  -0.99526584 -0.4045247   0.11666998
 -0.78939366  0.09356327  0.7357484  -0.06619745 -0.6837538  -0.9999487
  0.9999794  -0.98001075  0.9679287   0.02397273  0.07257896  0.9639404
 -0.9969768   0.99320275 -0.34769207  0.99057966  0.29572323 -0.63926923
 -0.923037    0.6917317  -0.999874   -0.9864796  -0.99255985  0.95248246
 -0.99990886 -0.6048029  -0.97397786 -0.5035254  -0.99981105 -0.99894464
  0.560432    0.9767289   0.9999458  -0.29537147 -0.9806066   0.9997546
 -1.         -0.03608708  0.714071   -0.3758067   0.19634764 -0.95510745
  0.16655636 -0.99999905 -0.42323813  0.928471   -0.9996004   0.41283727
  0.9813107   0.9822172 ]",[-14.625061 -25.687574]
1589,1590,認,14,6,形声 Phonetic,3,"Gon, Gonben",68,ニン、みと-める,したた,1,nin,5623,11,"witness; sight; discern, authorize, recognize; appreciate; approve of; judge, conclude; believe; regard as ",1,1,mito(meru),11,"witness; sight; discern, authorize, recognize; appreciate; approve of; judge, conclude; believe; regard as ",1981,241815,166676,74686,0.691,0,29,0.69,241630,166676,74686,0.691,0,29,0.69,14,8,101332,63852,S,2.053303719,1.912486158,nin,63,,0,,0,,0,,0,,0,nin,101,,0,,0,,0,,0,,0,,0,"[-9.99964297e-01  1.10101268e-01 -9.99275088e-01  9.37901735e-02
 -9.66658175e-01 -2.57871062e-01 -9.87714589e-01 -6.68512404e-01
 -2.87676603e-02 -1.12826876e-01 -9.14444029e-01 -1.82720497e-01
 -8.45937207e-02  1.00000000e+00 -1.53689161e-01 -9.29488957e-01
 -3.31996024e-01  2.34537169e-01 -9.23439801e-01  8.83619845e-01
  8.83414268e-01 -6.89086169e-02  9.90010738e-01  6.28671885e-01
 -9.91140783e-01 -1.51672661e-01 -9.99996006e-01 -5.11801541e-01
  9.97948587e-01  2.81181298e-02 -1.87129751e-02 -7.52605498e-02
 -9.82680380e-01  2.39417955e-01 -6.22336507e-01  9.99993682e-01
 -9.34383273e-01 -1.09744724e-02  9.96179223e-01 -9.93431747e-01
  8.79954159e-01  9.81332123e-01 -9.74174440e-01  5.01054704e-01
 -9.99992847e-01 -1.37124673e-01 -9.97116864e-01  9.98582840e-01
  3.14071506e-01  9.98671532e-01  8.10044765e-01  3.16471815e-01
 -1.10810615e-01 -1.42380953e-01  9.77571249e-01  9.99960601e-01
 -9.99281228e-01  3.62055033e-01  5.34326494e-01 -9.90414381e-01
 -7.09746256e-02  8.26357722e-01 -9.60236132e-01  9.11968589e-01
 -5.42202413e-01 -9.99998331e-01 -5.55721283e-01  8.28839898e-01
  7.31368542e-01  9.94196892e-01  9.99524415e-01  9.03823748e-02
 -9.99028444e-01  7.61550898e-03  8.73169661e-01 -9.82722521e-01
 -8.97763371e-01 -1.88837014e-02  1.98505118e-01  2.83819418e-02
  7.08706796e-01  1.19803287e-02 -9.20907974e-01 -9.97500777e-01
  9.99879837e-01 -9.93771553e-01  6.73517346e-01 -9.25656497e-01
 -4.20394331e-01  9.82075512e-01 -9.97652113e-01  7.81569660e-01
  5.67717016e-01  9.26263809e-01  8.74205410e-01  4.26327825e-01
 -8.46894801e-01  9.49444115e-01 -9.99335051e-01 -9.97180164e-01
 -9.58810091e-01  9.85621512e-01 -9.99609411e-01 -8.24970663e-01
 -9.77418959e-01 -8.11304986e-01 -9.99790311e-01 -9.94216979e-01
  6.49549514e-02  7.39560127e-01  9.98468399e-01 -2.75186658e-01
 -9.47807074e-01  9.90946352e-01 -9.99999464e-01 -3.14200035e-04
 -2.88062394e-01 -8.55079114e-01  1.84810549e-01 -9.70430851e-01
  2.81064451e-01 -9.99992251e-01 -3.86744171e-01  9.12387848e-01
 -9.99398649e-01  8.63738000e-01  9.97285426e-01  8.28338683e-01]",[ 30.872528 -20.710571]
1591,1592,熱,15,4,会意 Com. Ideographic,3,"Hi, Hihen, Renga",26,ネツ、あつ-い,,1,netsu,3473,8,"heat, warmth; temperature; fever; mania, fad; enthusiasm; passion ",1,1,atsu(i),1,hot,1981,52483,44130,7248,0.859,0,0,0.859,50849,44109,6834,0.866,0,0,0.866,28,33,15081,19733,S,3.351628421,3.757181399,neQ,15,netu,4,atu,194,,0,,0,,0,netu,15,atu,148,,0,,0,,0,,0,,0,"[-0.99990976  0.05396362 -0.9975014   0.53286934 -0.9557873   0.31803808
 -0.9296513   0.55794275  0.073803    0.06415226 -0.85319686 -0.16569602
 -0.07105549  0.99999946 -0.80427825 -0.7772305  -0.72835654  0.04443771
 -0.9927948   0.9299418   0.73827726 -0.033806    0.9826513   0.8589365
 -0.99723023  0.08415999 -0.99995816 -0.6763198   0.9993497   0.09461933
  0.12605354 -0.22098337 -0.98719424 -0.3993914  -0.6840542   0.99999726
 -0.966574    0.02192218  0.9772205  -0.99276507  0.16669294  0.9489858
 -0.9903772   0.76636666 -0.99997926 -0.05332611 -0.9968663   0.9956501
  0.6265295   0.9956422   0.87249595  0.21075761 -0.08012091 -0.7172251
  0.97398883  0.99987435 -0.99713045 -0.8811028   0.06362595 -0.76091975
  0.02865977  0.60454834 -0.97514963  0.9353227  -0.96605283 -0.99999744
  0.311241    0.7584969   0.9315024   0.99672884  0.9967864   0.10655652
 -0.9974724  -0.01085858  0.8948704  -0.9927919  -0.96342117  0.06207246
 -0.37348664  0.13529958  0.92511183  0.1214959  -0.98422486 -0.9942338
  0.99992    -0.38635036 -0.17085978  0.19549577 -0.03581343  0.91176313
 -0.9877024   0.9502015   0.02350094  0.8523241   0.7698196   0.4398596
 -0.8821914   0.9885072  -0.99969876 -0.97715724 -0.7198787   0.9729429
 -0.99977785 -0.81807464 -0.97681564  0.5783418  -0.999772   -0.9974443
  0.7154203   0.8574298   0.99665135 -0.58140385 -0.9313667   0.99457455
 -0.9999987  -0.02952902 -0.72844255 -0.95031536  0.08458304 -0.96556
  0.09810027 -0.9999641  -0.5871783   0.9359703  -0.99933267  0.4714639
  0.9485583   0.967556  ]",[ 27.00356  -31.560638]
